0,-5.7830810546 ,68.1228637695 ,-1.5792846679 ,-0.2270507812 ,-0.1518554687 ,0.6259765625 ,5.5664062500 ,22.5585937500 ,-2.9296875000
2,2.9373168945 ,5.2566528320 ,0.2212524414 ,-0.2912597656 ,-0.1362304687 ,0.8823242187 ,4.9804687500 ,22.2656250000 ,-2.3437500000
4,8.4686279296 ,-9.6359252929 ,5.0735473632 ,-0.3217773437 ,-0.2546386718 ,0.8847656250 ,5.5664062500 ,22.8515625000 ,-2.0507812500
6,2.7236938476 ,4.2343139648 ,-5.7754516601 ,-0.1979980468 ,-0.2028808593 ,0.8520507812 ,5.2734375000 ,22.5585937500 ,-1.7578125000
8,9.0408325195 ,-2.2125244140 ,4.6691894531 ,-0.4296875000 ,-0.0910644531 ,0.8476562500 ,5.2734375000 ,22.5585937500 ,-2.0507812500
10,0.8316040039 ,3.1890869140 ,-1.2588500976 ,-0.3161621093 ,-0.1677246093 ,0.8996582031 ,4.6875000000 ,22.2656250000 ,-2.0507812500
12,5.5313110351 ,-0.5874633789 ,10.9939575195 ,-0.3427734375 ,-0.1948242187 ,0.9221191406 ,4.9804687500 ,21.9726562500 ,-2.0507812500
14,1.0452270507 ,3.1356811523 ,-10.9329223632 ,-0.2231445312 ,-0.1425781250 ,0.8574218750 ,5.2734375000 ,22.5585937500 ,-1.1718750000
16,8.6288452148 ,-3.0899047851 ,7.8887939453 ,-0.1210937500 ,-0.0541992187 ,0.8579101562 ,4.6875000000 ,22.8515625000 ,1.1718750000
18,1.0986328125 ,2.7236938476 ,4.6463012695 ,-0.2187500000 ,-0.1960449218 ,0.8801269531 ,4.9804687500 ,22.8515625000 ,6.7382812500
20,5.0506591796 ,4.5013427734 ,16.5557861328 ,-0.3632812500 ,-0.1550292968 ,0.8142089843 ,4.9804687500 ,22.8515625000 ,15.5273437500
22,7.2631835937 ,-2.2583007812 ,-30.7998657226 ,-0.1684570312 ,-0.1831054687 ,0.9340820312 ,6.1523437500 ,22.5585937500 ,35.1562500000
24,3.9062500000 ,2.2430419921 ,-18.2952880859 ,-0.3232421875 ,-0.0249023437 ,0.8762207031 ,9.0820312500 ,19.0429687500 ,79.1015625000
26,2.3651123046 ,2.0675659179 ,-19.1879272460 ,-0.4135742187 ,-0.1594238281 ,0.8857421875 ,12.3046875000 ,3.8085937500 ,163.7695312500
28,9.8648071289 ,-0.3051757812 ,9.4757080078 ,-0.3264160156 ,-0.0588378906 ,0.9277343750 ,3.5156250000 ,-26.0742187500 ,261.6210937500
30,5.0735473632 ,1.6479492187 ,18.0969238281 ,-0.1982421875 ,-0.2985839843 ,0.9143066406 ,-32.8125000000 ,-84.9609375000 ,335.1562500000
32,3.1814575195 ,-148.0026245117 ,8.3847045898 ,-0.1452636718 ,-0.2062988281 ,0.7861328125 ,-98.7304687500 ,-213.2812500000 ,359.4726562500
34,5.6457519531 ,3.7612915039 ,19.0811157226 ,-0.1406250000 ,-0.0388183593 ,0.9467773437 ,-129.4921875000 ,-207.7148437500 ,490.1367187500
36,-4.2495727539 ,3.1280517578 ,-25.3295898437 ,0.1064453125 ,-0.3190917968 ,0.8325195312 ,-124.5117187500 ,-204.1992187500 ,498.3398437500
38,3.0059814453 ,3.5858154296 ,-16.6854858398 ,-0.0656738281 ,-0.2097167968 ,0.8549804687 ,-141.7968750000 ,-281.2500000000 ,479.5898437500
40,-1.0833740234 ,2.4719238281 ,1.1444091796 ,-0.1574707031 ,-0.1552734375 ,0.8400878906 ,-138.2812500000 ,-307.3242187500 ,469.9218750000
42,0.1678466796 ,0.8850097656 ,25.6500244140 ,-0.0583496093 ,-0.0439453125 ,0.7946777343 ,-140.9179687500 ,-321.0937500000 ,495.4101562500
44,0.4959106445 ,4.9972534179 ,3.2424926757 ,-0.0981445312 ,-0.1621093750 ,0.8349609375 ,-141.7968750000 ,-312.8906250000 ,497.4609375000
46,8.3999633789 ,-13.8854980468 ,2.2506713867 ,-0.0207519531 ,-0.1186523437 ,0.8010253906 ,-144.1406250000 ,-320.2148437500 ,491.6015625000
48,3.8070678710 ,-0.9231567382 ,-9.1323852539 ,-0.1010742187 ,-0.1757812500 ,0.8388671875 ,-150.5859375000 ,-346.2890625000 ,489.8437500000
50,2.1133422851 ,7.5454711914 ,10.1165771484 ,-0.0878906250 ,-0.0539550781 ,0.8425292968 ,-106.3476562500 ,-386.1328125000 ,488.6718750000
52,-6.8664550781 ,3.8909912109 ,-17.5628662109 ,0.0122070312 ,-0.1376953125 ,0.8664550781 ,29.2968750000 ,-59.1796875000 ,195.9960937500
54,1.6708374023 ,1.3427734375 ,-0.9078979492 ,-0.0603027343 ,-0.1804199218 ,0.7944335937 ,2.9296875000 ,6.4453125000 ,39.2578125000
56,5.4092407226 ,-5.6152343750 ,-15.0909423828 ,-0.0090332031 ,-0.1250000000 ,0.8515625000 ,1.4648437500 ,13.1835937500 ,10.5468750000
58,-2.2735595703 ,4.1275024414 ,-3.3111572265 ,-0.1779785156 ,-0.1269531250 ,0.8813476562 ,1.4648437500 ,14.3554687500 ,6.7382812500
60,3.8070678710 ,2.2125244140 ,-4.1732788085 ,-0.1174316406 ,-0.0607910156 ,0.8842773437 ,1.1718750000 ,14.3554687500 ,5.8593750000
62,2.6016235351 ,1.2435913085 ,10.3759765625 ,-0.1618652343 ,-0.1821289062 ,0.8349609375 ,1.1718750000 ,14.0625000000 ,3.8085937500
64,10.4217529296 ,-1.5182495117 ,23.6511230468 ,-0.1108398437 ,-0.0954589843 ,0.9086914062 ,2.0507812500 ,14.3554687500 ,2.0507812500
66,8.0108642578 ,-1.5335083007 ,16.0751342773 ,-0.1516113281 ,-0.0517578125 ,0.8850097656 ,2.0507812500 ,14.6484375000 ,-0.2929687500
68,1.1367797851 ,-45.4940795898 ,4.4708251953 ,0.0070800781 ,-0.1503906250 ,0.8244628906 ,2.9296875000 ,13.7695312500 ,-4.1015625000
70,4.0817260742 ,21.3088989257 ,25.4898071289 ,-0.1384277343 ,0.0244140625 ,0.9860839843 ,2.9296875000 ,14.3554687500 ,-4.9804687500
72,-7.2097778320 ,10.3225708007 ,7.8201293945 ,-0.0341796875 ,-0.1274414062 ,1.2153320312 ,3.2226562500 ,14.9414062500 ,-6.1523437500
74,-5.2947998046 ,8.2778930664 ,23.4832763671 ,-0.1306152343 ,-0.1337890625 ,0.8452148437 ,2.9296875000 ,14.6484375000 ,-5.5664062500
76,-27.8472900390 ,4.9743652343 ,-140.4342651367 ,-0.1647949218 ,0.0075683593 ,0.9365234375 ,1.7578125000 ,16.1132812500 ,-5.8593750000
78,-6.6757202148 ,-3.1967163085 ,-77.1255493164 ,-0.0585937500 ,-0.1506347656 ,0.8220214843 ,1.4648437500 ,16.1132812500 ,-5.2734375000
80,4.7988891601 ,20.4086303710 ,5.6228637695 ,0.0405273437 ,0.1379394531 ,0.8520507812 ,0.8789062500 ,16.1132812500 ,-5.2734375000
